product;subsystem;system_element;function;failure_effect;severity;failure_mode;failure_cause;occurrence;detection;measure_type;measure_name
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Crankcase design;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Crankcase design;6;5;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Crankcase design;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;CCV (blow-by) system design;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;CCV (blow-by) system design;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;CCV (blow-by) system design;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;CCV (blow-by) system design;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for maintenance;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for maintenance;3;2;preventive;Maintenance plan and instruction
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for maintenance;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for maintenance;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for maintenance;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for maintenance;3;2;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for vibration;3;4;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for vibration;3;4;preventive;FEA Simulation
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for vibration;3;4;detective;MCE Vibration and modal test (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Design for vibration;3;4;detective;Field Validation (Vibration monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Piping design;3;4;preventive;GASENGDP048 Piping
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Piping design;3;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Piping design;3;4;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Piping design;3;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Gasket & O-Ring design;2;2;preventive;O-Ring specification catalogues
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Gasket & O-Ring design;2;2;preventive;O-Ring calculation
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Gasket & O-Ring design;2;2;preventive;Gasket specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Gasket & O-Ring design;2;2;detective;MCE Functional Testing (CCV-System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Gasket & O-Ring design;2;2;detective;Field Validation (Daily Inspection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Insulation design;2;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Insulation design;2;2;preventive;Insulation specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Insulation design;2;2;preventive;Maintenance instruction for CCV system
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Insulation design;2;2;detective;MCE Functional Testing (CCV-System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Insulation design;2;2;detective;Field Validation (Daily Inspection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Maintenance (oil & filter & oil level);2;4;preventive;Maintenance Plan and Instruction
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Maintenance (oil & filter & oil level);2;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Maintenance (oil & filter & oil level);2;4;detective;Blow-By Filter pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Assembly process / Design for assembly;5;4;preventive;Drawing & 3D Model Check
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Assembly process / Design for assembly;5;4;preventive;Assembly Instructions
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Assembly process / Design for assembly;5;4;detective;Assembly Trial
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Assembly process / Design for assembly;5;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Power unit;6;5;preventive;GASENGDP007 Power Unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Power unit;6;5;preventive;Design verification of power unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Power unit;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Power unit;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Power unit;6;5;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Intake system  (Gas mixer);3;2;preventive;GASENGDP022 Air and gas intake
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Intake system  (Gas mixer);3;2;preventive;Design verification of air and gas intake
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;High pressure in Crankcase;4;Disturbance/hindrance of flow path;Intake system  (Gas mixer);3;2;detective;MCE Functional Testing (CCV System)
